code,region,cercle,commune,vfq,gps,longitude,latitude,parent_code
10000000,KAYES,,,,,,,
20000000,KOULIKORO,,,,,,,
30000000,SIKASSO,,,,,,,
40000000,SÉGOU,,,,,,,
50000000,MOPTI,,,,,,,
60000000,TOMBOUCTOU,,,,,,,
70000000,GAO,,,,,,,
80000000,KIDAL,,,,,,,
90000000,BAMAKO,,,,,,,
99999999,HORS DU MALI,,,,,,,
11000000,KAYES,KAYES,,,,,,10000000
12000000,KAYES,BAFOULABE,,,,,,10000000
13000000,KAYES,DIEMA,,,,,,10000000
15000000,KAYES,KITA,,,,,,10000000
17000000,KAYES,YELIMANE,,,,,,10000000
14000000,KAYES,KENIEBA,,,,,,10000000
16000000,KAYES,NIORO,,,,,,10000000
21000000,KOULIKORO,KOULIKORO,,,,,,20000000
22000000,KOULIKORO,BANAMBA,,,,,,20000000
23000000,KOULIKORO,DIOILA,,,,,,20000000
24000000,KOULIKORO,KANGABA,,,,,,20000000
25000000,KOULIKORO,KATI,,,,,,20000000
26000000,KOULIKORO,KOLOKANI,,,,,,20000000
27000000,KOULIKORO,NARA,,,,,,20000000
31000000,SIKASSO,SIKASSO,,,,,,30000000
32000000,SIKASSO,BOUGOUNI,,,,,,30000000
33000000,SIKASSO,KADIOLO,,,,,,30000000
34000000,SIKASSO,KOLONDIEBA,,,,,,30000000
35000000,SIKASSO,KOUTIALA,,,,,,30000000
36000000,SIKASSO,YANFOLILA,,,,,,30000000
37000000,SIKASSO,YOROSSO,,,,,,30000000
41000000,SÉGOU,SEGOU,,,,,,40000000
42000000,SÉGOU,BARAOUELI,,,,,,40000000
43000000,SÉGOU,BLA,,,,,,40000000
44000000,SÉGOU,MACINA,,,,,,40000000
45000000,SÉGOU,NIONO,,,,,,40000000
46000000,SÉGOU,SAN,,,,,,40000000
47000000,SÉGOU,TOMINIAN,,,,,,40000000
56000000,MOPTI,KORO,,,,,,50000000
51000000,MOPTI,MOPTI,,,,,,50000000
52000000,MOPTI,BANDIAGARA,,,,,,50000000
53000000,MOPTI,BANKASS,,,,,,50000000
54000000,MOPTI,DJENNE,,,,,,50000000
55000000,MOPTI,DOUENTZA,,,,,,50000000
57000000,MOPTI,TENENKOU,,,,,,50000000
58000000,MOPTI,YOUVAROU,,,,,,50000000
61000000,TOMBOUCTOU,TOMBOUCTOU,,,,,,60000000
62000000,TOMBOUCTOU,DIRE,,,,,,60000000
63000000,TOMBOUCTOU,GOUNDAM,,,,,,60000000
64000000,TOMBOUCTOU,GOURMA-RHAROUS,,,,,,60000000
65000000,TOMBOUCTOU,NIAFUNKE,,,,,,60000000
72000000,GAO,ANSONGO,,,,,,70000000
71000000,GAO,GAO,,,,,,70000000
73000000,GAO,BOUREM,,,,,,70000000
74000000,GAO,MENAKA,,,,,,70000000
81000000,KIDAL,KIDAL,,,,,,80000000
82000000,KIDAL,ABEIBARA,,,,,,80000000
83000000,KIDAL,TESSALIT,,,,,,80000000
84000000,KIDAL,TIN-ESSAKO,,,,,,80000000
91000000,BAMAKO,DISTRICT DE BAMAKO,,,,,,90000000
11001000,KAYES,KAYES,BANGASSI,,,,,11000000
11004000,KAYES,KAYES,COLOMBINE,,,,,11000000
11007000,KAYES,KAYES,DIAMOU,,,,,11000000
11010000,KAYES,KAYES,DJELEBOU,,,,,11000000
11013000,KAYES,KAYES,FALEME,,,,,11000000
11016000,KAYES,KAYES,GORY GOPELA,,,,,11000000
11019000,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,,,,,11000000
11034000,KAYES,KAYES,KOUSSANE,,,,,11000000
11040000,KAYES,KAYES,LOGO,,,,,11000000
11043000,KAYES,KAYES,MARENA DIOMBOUGOU,,,,,11000000
11046000,KAYES,KAYES,MARINTOUMANIA,,,,,11000000
11049000,KAYES,KAYES,SADIOLA,,,,,11000000
11022000,KAYES,KAYES,HAWA DEMBAYA,,,,,11000000
11025000,KAYES,KAYES,KARAKORO,,,,,11000000
11028000,KAYES,KAYES,KEMENE TAMBO,,,,,11000000
11031000,KAYES,KAYES,KHOULOUM,,,,,11000000
11037000,KAYES,KAYES,LIBERTE DEMBAYA,,,,,11000000
11052000,KAYES,KAYES,SAHEL,,,,,11000000
11055000,KAYES,KAYES,SAME DIONGOMA,,,,,11000000
11058000,KAYES,KAYES,SEGALA,,,,,11000000
11061000,KAYES,KAYES,SERO DIAMANOU,,,,,11000000
11064000,KAYES,KAYES,SONY,,,,,11000000
11067000,KAYES,KAYES,TAFASSIRGA,,,,,11000000
11091000,KAYES,KAYES,KAYES COMMUNE,,,,,11000000
11092000,KAYES,KAYES,FEGUI,,,,,11000000
11093000,KAYES,KAYES,GOUMERA,,,,,11000000
11094000,KAYES,KAYES,KOUNIAKARY,,,,,11000000
11095000,KAYES,KAYES,SOMANKIDI,,,,,11000000
12001000,KAYES,BAFOULABE,BAFOULABE,,,,,12000000
12007000,KAYES,BAFOULABE,BAMAFELE,,,,,12000000
12025000,KAYES,BAFOULABE,DIOKELI,,,,,12000000
12031000,KAYES,BAFOULABE,GOUNFAN,,,,,12000000
12037000,KAYES,BAFOULABE,KONTELA,,,,,12000000
12043000,KAYES,BAFOULABE,KOUNDIAN,,,,,12000000
12055000,KAYES,BAFOULABE,NIAMBIA,,,,,12000000
12061000,KAYES,BAFOULABE,OUALIA,,,,,12000000
12049000,KAYES,BAFOULABE,MAHINA,,,,,12000000
12013000,KAYES,BAFOULABE,DIAKON,,,,,12000000
12019000,KAYES,BAFOULABE,DIALLAN,,,,,12000000
12067000,KAYES,BAFOULABE,SIDIBELA,,,,,12000000
12073000,KAYES,BAFOULABE,TOMORA,,,,,12000000
13001000,KAYES,DIEMA,BEMA,,,,,13000000
13051000,KAYES,DIEMA,LAKAMANE,,,,,13000000
13056000,KAYES,DIEMA,LAMBIDOU,,,,,13000000
13061000,KAYES,DIEMA,MADIGA-SACKO,,,,,13000000
13066000,KAYES,DIEMA,SANSANKIDE,,,,,13000000
13091000,KAYES,DIEMA,FATAO,,,,,13000000
13021000,KAYES,DIEMA,DIEOURA,,,,,13000000
13026000,KAYES,DIEMA,DIOUMARA KOUSSATA,,,,,13000000
13006000,KAYES,DIEMA,DIANGOUNTE CAMARA,,,,,13000000
13011000,KAYES,DIEMA,DIANGUIRDE,,,,,13000000
13016000,KAYES,DIEMA,DIEMA,,,,,13000000
13031000,KAYES,DIEMA,FASSOUDEBE,,,,,13000000
13036000,KAYES,DIEMA,GOMITRADOUGOU,,,,,13000000
13041000,KAYES,DIEMA,GROUMERA,,,,,13000000
13046000,KAYES,DIEMA,GUEDEBINE,,,,,13000000
15017000,KAYES,KITA,GADOUGOU 1,,,,,15000000
15019000,KAYES,KITA,GADOUGOU 2,,,,,15000000
15037000,KAYES,KITA,MADINA,,,,,15000000
15039000,KAYES,KITA,MAKANO,,,,,15000000
15001000,KAYES,KITA,BADIA,,,,,15000000
15003000,KAYES,KITA,BENDOUGOUBA,,,,,15000000
15005000,KAYES,KITA,BENKADI FOUNIA,,,,,15000000
15007000,KAYES,KITA,BOUDOFO,,,,,15000000
15009000,KAYES,KITA,BOUGARIBAYA,,,,,15000000
15011000,KAYES,KITA,DINDENKO,,,,,15000000
15013000,KAYES,KITA,DJIDIAN,,,,,15000000
15015000,KAYES,KITA,DJOUGOUN,,,,,15000000
15041000,KAYES,KITA,NAMALA GUIMBA,,,,,15000000
15043000,KAYES,KITA,NIANTANSO,,,,,15000000
15045000,KAYES,KITA,SABOULA,,,,,15000000
15047000,KAYES,KITA,SEBEKORO,,,,,15000000
15049000,KAYES,KITA,SEFETO NORD,,,,,15000000
15051000,KAYES,KITA,SEFETO OUEST,,,,,15000000
15053000,KAYES,KITA,SENKO,,,,,15000000
15055000,KAYES,KITA,SIRAKORO,,,,,15000000
15021000,KAYES,KITA,GUEMOUKOURABA,,,,,15000000
15023000,KAYES,KITA,KASSARO,,,,,15000000
15025000,KAYES,KITA,KITA NORD,,,,,15000000
15027000,KAYES,KITA,KITA OUEST,,,,,15000000
15029000,KAYES,KITA,KOBRI,,,,,15000000
15031000,KAYES,KITA,KOKOFATA,,,,,15000000
15033000,KAYES,KITA,KOTOUBA,,,,,15000000
15035000,KAYES,KITA,KOULOU,,,,,15000000
15057000,KAYES,KITA,SOURANSAN-TOMOTO,,,,,15000000
15059000,KAYES,KITA,TAMBAGA,,,,,15000000
15061000,KAYES,KITA,TOUKOTO,,,,,15000000
15091000,KAYES,KITA,COMMUNE DE KITA,,,,,15000000
15092000,KAYES,KITA,KOUROUNNIKOTO,,,,,15000000
17036000,KAYES,YELIMANE,KIRANE KANIAGA,,,,,17000000
17001000,KAYES,YELIMANE,DIAFOUMOU DIONGAGA,,,,,17000000
17008000,KAYES,YELIMANE,DIAFOUMOU GORY,,,,,17000000
17015000,KAYES,YELIMANE,FANGA,,,,,17000000
17022000,KAYES,YELIMANE,GORY,,,,,17000000
17029000,KAYES,YELIMANE,GUIDIME,,,,,17000000
17043000,KAYES,YELIMANE,KONSIGA,,,,,17000000
17050000,KAYES,YELIMANE,KREMIS,,,,,17000000
17057000,KAYES,YELIMANE,MAREKHAFFO,,,,,17000000
17064000,KAYES,YELIMANE,SOUMPOU,,,,,17000000
17071000,KAYES,YELIMANE,TRINGA,,,,,17000000
17091000,KAYES,YELIMANE,TOYA,,,,,17000000
14001000,KAYES,KENIEBA,BAYE,,,,,14000000
14008000,KAYES,KENIEBA,DABIA,,,,,14000000
14050000,KAYES,KENIEBA,KASSAMA,,,,,14000000
14078000,KAYES,KENIEBA,SITAKILY,,,,,14000000
14015000,KAYES,KENIEBA,DIALAFARA,,,,,14000000
14064000,KAYES,KENIEBA,KOUROUKOTO,,,,,14000000
14071000,KAYES,KENIEBA,SAGALO,,,,,14000000
14022000,KAYES,KENIEBA,DOMBIA,,,,,14000000
14029000,KAYES,KENIEBA,FALEA,,,,,14000000
14036000,KAYES,KENIEBA,FARABA,,,,,14000000
14043000,KAYES,KENIEBA,GUENEGORE,,,,,14000000
14057000,KAYES,KENIEBA,KENIEBA,,,,,14000000
16049000,KAYES,NIORO,KORERA KORE,,,,,16000000
16055000,KAYES,NIORO,NIORO TOUGOUME RANGABE,,,,,16000000
16067000,KAYES,NIORO,SIMBI,,,,,16000000
16073000,KAYES,NIORO,YERERE,,,,,16000000
16091000,KAYES,NIORO,COMMUNE DE NIORO,,,,,16000000
16001000,KAYES,NIORO,BANIERE KORE,,,,,16000000
16007000,KAYES,NIORO,DIABIGUE,,,,,16000000
16013000,KAYES,NIORO,DIARRA,,,,,16000000
16019000,KAYES,NIORO,DIAYE COURA,,,,,16000000
16025000,KAYES,NIORO,GAVINANE,,,,,16000000
16031000,KAYES,NIORO,GOGUI,,,,,16000000
16037000,KAYES,NIORO,SIMBI,,,,,16000000
16043000,KAYES,NIORO,KADIABA KADIEL,,,,,16000000
16061000,KAYES,NIORO,SANDARE,,,,,16000000
16092000,KAYES,NIORO,TROUNGOUMBE,,,,,16000000
16093000,KAYES,NIORO,YOURI,,,,,16000000
16099000,KAYES,NIORO,NON ENCORE AFFECTE,,,,,16000000
21023000,KOULIKORO,KOULIKORO,KOULA,,,,,21000000
21001000,KOULIKORO,KOULIKORO,DINANDOUGOU,,,,,21000000
21012000,KOULIKORO,KOULIKORO,DOUMBA,,,,,21000000
21034000,KOULIKORO,KOULIKORO,MEGUETAN,,,,,21000000
21045000,KOULIKORO,KOULIKORO,NYAMINA,,,,,21000000
21056000,KOULIKORO,KOULIKORO,SIRAKOROLA,,,,,21000000
21067000,KOULIKORO,KOULIKORO,TIENFALA,,,,,21000000
21078000,KOULIKORO,KOULIKORO,TOUGOUNI,,,,,21000000
21091000,KOULIKORO,KOULIKORO,COMMUNE URBAINE DE KOULIKORO,,,,,21000000
22001000,KOULIKORO,BANAMBA,BANAMBA,,,,,22000000
22010000,KOULIKORO,BANAMBA,BENKADI,,,,,22000000
22019000,KOULIKORO,BANAMBA,BORON,,,,,22000000
22028000,KOULIKORO,BANAMBA,DUGUWOLOWULA,,,,,22000000
22037000,KOULIKORO,BANAMBA,KIBAN,,,,,22000000
22046000,KOULIKORO,BANAMBA,MADINA SACKO,,,,,22000000
22055000,KOULIKORO,BANAMBA,SEBETE,,,,,22000000
22064000,KOULIKORO,BANAMBA,TOUBACORO,,,,,22000000
22073000,KOULIKORO,BANAMBA,TOUKOROBA,,,,,22000000
23034000,KOULIKORO,DIOILA,KEMEKAFO,,,,,23000000
23037000,KOULIKORO,DIOILA,KERELA,,,,,23000000
23040000,KOULIKORO,DIOILA,KILIDOUGOU,,,,,23000000
23001000,KOULIKORO,DIOILA,BANCO,,,,,23000000
23004000,KOULIKORO,DIOILA,BENKADI,,,,,23000000
23007000,KOULIKORO,DIOILA,BINKO,,,,,23000000
23010000,KOULIKORO,DIOILA,DEGNEKORO,,,,,23000000
23013000,KOULIKORO,DIOILA,DIEBE,,,,,23000000
23016000,KOULIKORO,DIOILA,DIEDOUGOU,,,,,23000000
23019000,KOULIKORO,DIOILA,DIOUMAN,,,,,23000000
23022000,KOULIKORO,DIOILA,DOLENDOUGOU,,,,,23000000
23025000,KOULIKORO,DIOILA,GUEGNEKA,,,,,23000000
23028000,KOULIKORO,DIOILA,JEKAFO,,,,,23000000
23031000,KOULIKORO,DIOILA,KALADOUGOU,,,,,23000000
23043000,KOULIKORO,DIOILA,MASSIGUI,,,,,23000000
23046000,KOULIKORO,DIOILA,NANGOLA,,,,,23000000
23049000,KOULIKORO,DIOILA,NIANTJILA,,,,,23000000
23052000,KOULIKORO,DIOILA,N'DLONDOUGOU,,,,,23000000
23055000,KOULIKORO,DIOILA,N'GARADOUGOU,,,,,23000000
23058000,KOULIKORO,DIOILA,N'GOLOBOUGOU,,,,,23000000
23061000,KOULIKORO,DIOILA,TENINDOUGOU,,,,,23000000
23064000,KOULIKORO,DIOILA,WACORO,,,,,23000000
23067000,KOULIKORO,DIOILA,ZAN COULIBALY,,,,,23000000
24001000,KOULIKORO,KANGABA,BALAN BAKANA,,,,,24000000
24010000,KOULIKORO,KANGABA,BENKADI,,,,,24000000
24019000,KOULIKORO,KANGABA,KANIOGO,,,,,24000000
24028000,KOULIKORO,KANGABA,MARAMANDOUGOU,,,,,24000000
24037000,KOULIKORO,KANGABA,MINIDIAN,,,,,24000000
24046000,KOULIKORO,KANGABA,NARENA,,,,,24000000
24055000,KOULIKORO,KANGABA,NOUGA,,,,,24000000
24064000,KOULIKORO,KANGABA,SELEFOUGOU,,,,,24000000
24091000,KOULIKORO,KANGABA,KARAN,,,,,24000000
25001000,KOULIKORO,KATI,BAGUINEDA CAMP,,,,,25000000
25003000,KOULIKORO,KATI,BANCOUMANA,,,,,25000000
25005000,KOULIKORO,KATI,BOSSOFALA,,,,,25000000
25007000,KOULIKORO,KATI,BOUGOULA,,,,,25000000
25009000,KOULIKORO,KATI,DABAN,,,,,25000000
25011000,KOULIKORO,KATI,DIAGO,,,,,25000000
25013000,KOULIKORO,KATI,DIALAKOROBA,,,,,25000000
25015000,KOULIKORO,KATI,DIALAKORODJI,,,,,25000000
25017000,KOULIKORO,KATI,DIEDOUGOU,,,,,25000000
25019000,KOULIKORO,KATI,DIO-GARE,,,,,25000000
25021000,KOULIKORO,KATI,DOGODOUMAN,,,,,25000000
25023000,KOULIKORO,KATI,DOMBILA,,,,,25000000
25025000,KOULIKORO,KATI,DOUBABOUGOU,,,,,25000000
25027000,KOULIKORO,KATI,FARABA,,,,,25000000
25029000,KOULIKORO,KATI,KALABANCORO,,,,,25000000
25031000,KOULIKORO,KATI,KALIFABOUGOU,,,,,25000000
25033000,KOULIKORO,KATI,KAMBILA,,,,,25000000
25035000,KOULIKORO,KATI,KOUROUBA,,,,,25000000
25037000,KOULIKORO,KATI,MANDE,,,,,25000000
25039000,KOULIKORO,KATI,MORIBABOUGOU,,,,,25000000
25041000,KOULIKORO,KATI,MOUNTOUGOULA,,,,,25000000
25043000,KOULIKORO,KATI,NIAGADINA,,,,,25000000
25045000,KOULIKORO,KATI,NIOUMAMAKANA,,,,,25000000
25047000,KOULIKORO,KATI,NGABACORO DROIT,,,,,25000000
25049000,KOULIKORO,KATI,N'GOURABA,,,,,25000000
25051000,KOULIKORO,KATI,N'TJIBA,,,,,25000000
25053000,KOULIKORO,KATI,OUELESSEBOUGOU,,,,,25000000
25055000,KOULIKORO,KATI,SAFO,,,,,25000000
25057000,KOULIKORO,KATI,SANANKORO DJITOUMOU,,,,,25000000
25059000,KOULIKORO,KATI,SANANKOROBA,,,,,25000000
25061000,KOULIKORO,KATI,SANGAREBOUGOU,,,,,25000000
25063000,KOULIKORO,KATI,SIBY,,,,,25000000
25065000,KOULIKORO,KATI,SOBRA,,,,,25000000
25067000,KOULIKORO,KATI,TIAKADOUGOU DIALAKORO,,,,,25000000
25069000,KOULIKORO,KATI,TIELE,,,,,25000000
25071000,KOULIKORO,KATI,YELEKEBOUGOU,,,,,25000000
25091000,KOULIKORO,KATI,COMMUNE DE KATI,,,,,25000000
25099000,KOULIKORO,KATI,NON ENCORE AFFECTE,,,,,25000000
26001000,KOULIKORO,KOLOKANI,DJIDIENI,,,,,26000000
26009000,KOULIKORO,KOLOKANI,GUIHOYO,,,,,26000000
26017000,KOULIKORO,KOLOKANI,KOLOKANI,,,,,26000000
26025000,KOULIKORO,KOLOKANI,MASSANTOLA,,,,,26000000
26033000,KOULIKORO,KOLOKANI,NONKON,,,,,26000000
26041000,KOULIKORO,KOLOKANI,NONSSOMBOUGOU,,,,,26000000
26049000,KOULIKORO,KOLOKANI,OUOLODO,,,,,26000000
26057000,KOULIKORO,KOLOKANI,SAGABALA,,,,,26000000
26065000,KOULIKORO,KOLOKANI,SEBEKORO 1,,,,,26000000
26073000,KOULIKORO,KOLOKANI,TIORIBOUGOU,,,,,26000000
27001000,KOULIKORO,NARA,ALLAHINA,,,,,27000000
27009000,KOULIKORO,NARA,DABO,,,,,27000000
27017000,KOULIKORO,NARA,DILLY,,,,,27000000
27025000,KOULIKORO,NARA,DOGOFRY,,,,,27000000
27033000,KOULIKORO,NARA,FALLOU,,,,,27000000
27041000,KOULIKORO,NARA,GUENEIBE,,,,,27000000
27049000,KOULIKORO,NARA,GUIRE,,,,,27000000
27057000,KOULIKORO,NARA,KORONGA,,,,,27000000
27065000,KOULIKORO,NARA,NARA,,,,,27000000
27073000,KOULIKORO,NARA,NIAMANA,,,,,27000000
27081000,KOULIKORO,NARA,OUAGADOU,,,,,27000000
31001000,SIKASSO,SIKASSO,BENKADI,,,,,31000000
31003000,SIKASSO,SIKASSO,BLENDIO,,,,,31000000
31005000,SIKASSO,SIKASSO,DANDERESSO,,,,,31000000
31007000,SIKASSO,SIKASSO,DEMBELA,,,,,31000000
31009000,SIKASSO,SIKASSO,DIALAKORO,,,,,31000000
31011000,SIKASSO,SIKASSO,DIOMATENE,,,,,31000000
31013000,SIKASSO,SIKASSO,DOGONI,,,,,31000000
31015000,SIKASSO,SIKASSO,DOUMANABA,,,,,31000000
31017000,SIKASSO,SIKASSO,FAMA,,,,,31000000
31019000,SIKASSO,SIKASSO,FARAKALA,,,,,31000000
31021000,SIKASSO,SIKASSO,FINKOLO,,,,,31000000
31023000,SIKASSO,SIKASSO,FINKOLO GANADOUGOU,,,,,31000000
31025000,SIKASSO,SIKASSO,GONGASSO,,,,,31000000
31027000,SIKASSO,SIKASSO,KABARASSO,,,,,31000000
31029000,SIKASSO,SIKASSO,KABOILA,,,,,31000000
31031000,SIKASSO,SIKASSO,KAFOUZIELA,,,,,31000000
31033000,SIKASSO,SIKASSO,KAPALA,,,,,31000000
31035000,SIKASSO,SIKASSO,KAPOLONDOUGOU,,,,,31000000
31037000,SIKASSO,SIKASSO,KIGNAN,,,,,31000000
31039000,SIKASSO,SIKASSO,KLELA,,,,,31000000
31041000,SIKASSO,SIKASSO,KOFAN,,,,,31000000
31043000,SIKASSO,SIKASSO,KOLOKOBA,,,,,31000000
31045000,SIKASSO,SIKASSO,KOUMANKOU,,,,,31000000
31047000,SIKASSO,SIKASSO,KOUORO,,,,,31000000
31049000,SIKASSO,SIKASSO,KOUROUMA,,,,,31000000
31051000,SIKASSO,SIKASSO,LOBOUGOULA,,,,,31000000
31053000,SIKASSO,SIKASSO,MINIKO,,,,,31000000
31055000,SIKASSO,SIKASSO,MIRIA,,,,,31000000
31057000,SIKASSO,SIKASSO,MISSIRIKORO,,,,,31000000
31059000,SIKASSO,SIKASSO,NATIEN,,,,,31000000
31061000,SIKASSO,SIKASSO,NIENA,,,,,31000000
31063000,SIKASSO,SIKASSO,NONGO-SOUALA,,,,,31000000
31065000,SIKASSO,SIKASSO,N'TJIKOUNA,,,,,31000000
31067000,SIKASSO,SIKASSO,PIMPERNA,,,,,31000000
31069000,SIKASSO,SIKASSO,SANZANA,,,,,31000000
31071000,SIKASSO,SIKASSO,SOKOURANI-MISSIRIKORO,,,,,31000000
31073000,SIKASSO,SIKASSO,TELLA,,,,,31000000
31075000,SIKASSO,SIKASSO,TIANKADI,,,,,31000000
31077000,SIKASSO,SIKASSO,WATENI,,,,,31000000
31079000,SIKASSO,SIKASSO,ZANFEREBOUGOU,,,,,31000000
31081000,SIKASSO,SIKASSO,ZANGARADOUGOU,,,,,31000000
31083000,SIKASSO,SIKASSO,ZANIENA,,,,,31000000
31091000,SIKASSO,SIKASSO,COMMUNE DE SIKASSO,,,,,31000000
32001000,SIKASSO,BOUGOUNI,BLADIE-TIEMALA,,,,,32000000
32004000,SIKASSO,BOUGOUNI,SYEN TOULA,,,,,32000000
32007000,SIKASSO,BOUGOUNI,DANOU,,,,,32000000
32010000,SIKASSO,BOUGOUNI,DEBELIN,,,,,32000000
32013000,SIKASSO,BOUGOUNI,DEFINA,,,,,32000000
32016000,SIKASSO,BOUGOUNI,DOGO,,,,,32000000
32019000,SIKASSO,BOUGOUNI,DOMBA,,,,,32000000
32022000,SIKASSO,BOUGOUNI,FARADIELE,,,,,32000000
32025000,SIKASSO,BOUGOUNI,FARAGOUARAN,,,,,32000000
32028000,SIKASSO,BOUGOUNI,GARALO,,,,,32000000
32031000,SIKASSO,BOUGOUNI,KELEYA,,,,,32000000
32034000,SIKASSO,BOUGOUNI,KOKELE,,,,,32000000
32037000,SIKASSO,BOUGOUNI,KOLA,,,,,32000000
32040000,SIKASSO,BOUGOUNI,KOUMANTOU,,,,,32000000
32043000,SIKASSO,BOUGOUNI,KOUROULAMINI,,,,,32000000
32046000,SIKASSO,BOUGOUNI,MERIDIELA,,,,,32000000
32049000,SIKASSO,BOUGOUNI,OUROUN,,,,,32000000
32052000,SIKASSO,BOUGOUNI,SANSO,,,,,32000000
32055000,SIKASSO,BOUGOUNI,SIBIRILA,,,,,32000000
32056000,SIKASSO,BOUGOUNI,MERIDIELA,,,,,32000000
32058000,SIKASSO,BOUGOUNI,SIDO,,,,,32000000
32061000,SIKASSO,BOUGOUNI,TEIMALA BANIMONOTIE,,,,,32000000
32064000,SIKASSO,BOUGOUNI,WOLA,,,,,32000000
32067000,SIKASSO,BOUGOUNI,YININDOUGOU,,,,,32000000
32070000,SIKASSO,BOUGOUNI,YIRIDOUGOU,,,,,32000000
32073000,SIKASSO,BOUGOUNI,ZANTIEBOUGOU,,,,,32000000
32091000,SIKASSO,BOUGOUNI,COMMUNE DE BOUGOUNI,,,,,32000000
33001000,SIKASSO,KADIOLO,DIOU,,,,,33000000
33010000,SIKASSO,KADIOLO,DIOUMATENE,,,,,33000000
33019000,SIKASSO,KADIOLO,FOUROU,,,,,33000000
33028000,SIKASSO,KADIOLO,KADIOLO,,,,,33000000
33037000,SIKASSO,KADIOLO,KAI,,,,,33000000
33046000,SIKASSO,KADIOLO,LOULOUNI,,,,,33000000
33055000,SIKASSO,KADIOLO,MISSENI,,,,,33000000
33064000,SIKASSO,KADIOLO,NIMBOUGOU,,,,,33000000
33073000,SIKASSO,KADIOLO,ZEGOUA,,,,,33000000
34001000,SIKASSO,KOLONDIEBA,BOUGOULA,,,,,34000000
34008000,SIKASSO,KOLONDIEBA,FAKOLA,,,,,34000000
34015000,SIKASSO,KOLONDIEBA,FARAKO,,,,,34000000
34022000,SIKASSO,KOLONDIEBA,KADIANA,,,,,34000000
34029000,SIKASSO,KOLONDIEBA,KEBILA,,,,,34000000
34036000,SIKASSO,KOLONDIEBA,KOLONDIEBA,,,,,34000000
34043000,SIKASSO,KOLONDIEBA,KOLOSSO,,,,,34000000
34050000,SIKASSO,KOLONDIEBA,MENA,,,,,34000000
34057000,SIKASSO,KOLONDIEBA,NANGALASSO,,,,,34000000
34064000,SIKASSO,KOLONDIEBA,N'GOLODIANA,,,,,34000000
34071000,SIKASSO,KOLONDIEBA,TIONGUI,,,,,34000000
34078000,SIKASSO,KOLONDIEBA,TOUSSEGUELA,,,,,34000000
35001000,SIKASSO,KOUTIALA,DIEDOUGOU,,,,,35000000
35003000,SIKASSO,KOUTIALA,DIOURADOUGOU KAFO,,,,,35000000
35005000,SIKASSO,KOUTIALA,FAGUI,,,,,35000000
35007000,SIKASSO,KOUTIALA,FAKOLO,,,,,35000000
35009000,SIKASSO,KOUTIALA,GOUADJI KAO,,,,,35000000
35011000,SIKASSO,KOUTIALA,GOUDIE SOUGOUNA,,,,,35000000
35013000,SIKASSO,KOUTIALA,KAFO FABOLI,,,,,35000000
35015000,SIKASSO,KOUTIALA,KAPALA,,,,,35000000
35017000,SIKASSO,KOUTIALA,KARANGOUANA MALLE,,,,,35000000
35019000,SIKASSO,KOUTIALA,KOLONIGUE,,,,,35000000
35021000,SIKASSO,KOUTIALA,KONINA,,,,,35000000
35023000,SIKASSO,KOUTIALA,KONIGUE,,,,,35000000
35025000,SIKASSO,KOUTIALA,KONSEGUELA,,,,,35000000
35027000,SIKASSO,KOUTIALA,KOROMO,,,,,35000000
35029000,SIKASSO,KOUTIALA,KOUNIANA,,,,,35000000
35031000,SIKASSO,KOUTIALA,LOGOUANA,,,,,35000000
35033000,SIKASSO,KOUTIALA,MIENA,,,,,35000000
35035000,SIKASSO,KOUTIALA,M'PESSOBA,,,,,35000000
35037000,SIKASSO,KOUTIALA,NAFANGA,,,,,35000000
35039000,SIKASSO,KOUTIALA,NAMPE,,,,,35000000
35041000,SIKASSO,KOUTIALA,NIANTAGA,,,,,35000000
35043000,SIKASSO,KOUTIALA,N'GOLONIANASSO,,,,,35000000
35045000,SIKASSO,KOUTIALA,N'GOUNTJINA,,,,,35000000
35047000,SIKASSO,KOUTIALA,N'TOSSONI,,,,,35000000
35049000,SIKASSO,KOUTIALA,SINCINA,,,,,35000000
35051000,SIKASSO,KOUTIALA,SINKOLO,,,,,35000000
35053000,SIKASSO,KOUTIALA,SONGOUA,,,,,35000000
35055000,SIKASSO,KOUTIALA,SONGO DOUBAKORE,,,,,35000000
35057000,SIKASSO,KOUTIALA,SOROBASSO,,,,,35000000
35059000,SIKASSO,KOUTIALA,TAO,,,,,35000000
35061000,SIKASSO,KOUTIALA,YOGNOGO,,,,,35000000
35063000,SIKASSO,KOUTIALA,ZANFIGUE,,,,,35000000
35065000,SIKASSO,KOUTIALA,ZANGASSO,,,,,35000000
35067000,SIKASSO,KOUTIALA,ZANIENA,,,,,35000000
35069000,SIKASSO,KOUTIALA,ZEBALA,,,,,35000000
35091000,SIKASSO,KOUTIALA,COMMUNE DE KOUTIALA,,,,,35000000
36001000,SIKASSO,YANFOLILA,BAYA,,,,,36000000
36007000,SIKASSO,YANFOLILA,BOLO FOUTA,,,,,36000000
36019000,SIKASSO,YANFOLILA,DJALLON FOULA,,,,,36000000
36025000,SIKASSO,YANFOLILA,DJIGUIYA DE KOLONI,,,,,36000000
36031000,SIKASSO,YANFOLILA,GOUANAN,,,,,36000000
36037000,SIKASSO,YANFOLILA,GOUANDIAKA,,,,,36000000
