code,region,cercle,commune,vfq,gps,longitude,latitude,parent_code
16061575,KAYES,NIORO,SANDARE,NTIBOUGOU,,,,16061000
16061616,KAYES,NIORO,SANDARE,PALALI BIDADJINE,"-9.86, 14.92",-9.86,14.92,16061000
16061617,KAYES,NIORO,SANDARE,PARALY,"-9.93, 14.9",-9.93,14.9,16061000
16061657,KAYES,NIORO,SANDARE,SAMANTARA,"-10.23, 14.76",-10.23,14.76,16061000
16061658,KAYES,NIORO,SANDARE,NAFADJI,"-10.16, 14.83",-10.16,14.83,16061000
16061694,KAYES,NIORO,SANDARE,FODEBOUGOU,"-10.16, 14.74",-10.16,14.74,16061000
16061695,KAYES,NIORO,SANDARE,SADIOBOUGOU,"-10.16, 14.74",-10.16,14.74,16061000
16061698,KAYES,NIORO,SANDARE,SANDARE,"-10.31, 14.7",-10.31,14.7,16061000
16061699,KAYES,NIORO,SANDARE,NTJIKALA,"-10.38, 14.77",-10.38,14.77,16061000
16061739,KAYES,NIORO,SANDARE,SARA-MADINA,"-10.18, 14.98",-10.18,14.98,16061000
16061780,KAYES,NIORO,SANDARE,SECOURABA,"-10.04, 14.79",-10.04,14.79,16061000
16061821,KAYES,NIORO,SANDARE,SECOUROUNI,"-10.04, 14.77",-10.04,14.77,16061000
16061862,KAYES,NIORO,SANDARE,SEOUNDE,"-10.22, 14.74",-10.22,14.74,16061000
16061903,KAYES,NIORO,SANDARE,SEREDJI,"-10.3, 14.73",-10.3,14.73,16061000
16061944,KAYES,NIORO,SANDARE,WASSAMANGUATERE,"-10.3, 14.8",-10.3,14.8,16061000
16061945,KAYES,NIORO,SANDARE,DAMABOUGOU OU MAMARIL,"-10.29, 14.81",-10.29,14.81,16061000
16092001,KAYES,NIORO,TROUNGOUMBE,BAMBAGUEDE,"-9.2, 15.31",-9.2,15.31,16092000
16092250,KAYES,NIORO,TROUNGOUMBE,KHOUDATIOU,"-9.28, 15.29",-9.28,15.29,16092000
16092499,KAYES,NIORO,TROUNGOUMBE,SIRAKORO,"-9.29, 15.26",-9.29,15.26,16092000
16092748,KAYES,NIORO,TROUNGOUMBE,TROUNGOUBE MAURE,"-9.23, 15.27",-9.23,15.27,16092000
16092749,KAYES,NIORO,TROUNGOUMBE,BINEOU,"-9.01, 15.4",-9.01,15.4,16092000
16092750,KAYES,NIORO,TROUNGOUMBE,DAR-SALAM,"-9.12, 15.37",-9.12,15.37,16092000
16092751,KAYES,NIORO,TROUNGOUMBE,GOUROU,"-9.1, 15.38",-9.1,15.38,16092000
16092752,KAYES,NIORO,TROUNGOUMBE,SIBEBRA,"-9.13, 15.33",-9.13,15.33,16092000
16092753,KAYES,NIORO,TROUNGOUMBE,TAGOUTALA,"-9.08, 15.3",-9.08,15.3,16092000
16093001,KAYES,NIORO,YOURI,YOURI,"-9.81, 15.11",-9.81,15.11,16093000
16099831,KAYES,NIORO,NON ENCORE AFFECTE,TROUKOUTIE,"-9.74, 14.83",-9.74,14.83,16099000
21023163,KOULIKORO,KOULIKORO,KOULA,DIOKOBOUGOU,"-7.8, 13.0",-7.8,13.0,21023000
21023190,KOULIKORO,KOULIKORO,KOULA,DIOKOMASSAMAMBOUGOU,"-7.78, 13.02",-7.78,13.02,21023000
21023217,KOULIKORO,KOULIKORO,KOULA,DONEGUELA,"-7.78, 13.04",-7.78,13.04,21023000
21023244,KOULIKORO,KOULIKORO,KOULA,FABOUGOULA,"-7.81, 13.05",-7.81,13.05,21023000
21023271,KOULIKORO,KOULIKORO,KOULA,FASSA,"-7.67, 13.18",-7.67,13.18,21023000
21023298,KOULIKORO,KOULIKORO,KOULA,FASSAMBOUGOU,"-7.81, 13.06",-7.81,13.06,21023000
21023299,KOULIKORO,KOULIKORO,KOULA,SAFA,"-7.83, 13.05",-7.83,13.05,21023000
21023325,KOULIKORO,KOULIKORO,KOULA,FELOU,"-7.73, 13.06",-7.73,13.06,21023000
21023352,KOULIKORO,KOULIKORO,KOULA,KABANA 1,"-7.63, 13.13",-7.63,13.13,21023000
21023353,KOULIKORO,KOULIKORO,KOULA,DILADJE,"-7.23, 13.16",-7.23,13.16,21023000
21023354,KOULIKORO,KOULIKORO,KOULA,KOUNIOUMA,"-7.62, 13.16",-7.62,13.16,21023000
21023379,KOULIKORO,KOULIKORO,KOULA,KAFLEBOUGOU,"-7.61, 13.18",-7.61,13.18,21023000
21023406,KOULIKORO,KOULIKORO,KOULA,KAFOLO,"-7.72, 13.1",-7.72,13.1,21023000
21023433,KOULIKORO,KOULIKORO,KOULA,KONNA,"-7.71, 13.08",-7.71,13.08,21023000
21023460,KOULIKORO,KOULIKORO,KOULA,KOULA BAMBARA,"-7.65, 13.12",-7.65,13.12,21023000
21023461,KOULIKORO,KOULIKORO,KOULA,BALAABOUGOU,"-7.67, 13.07",-7.67,13.07,21023000
21023462,KOULIKORO,KOULIKORO,KOULA,DIANINKORO,"-7.63, 13.2",-7.63,13.2,21023000
21023463,KOULIKORO,KOULIKORO,KOULA,KOLOTIGUEBOUGOU,"-7.66, 13.14",-7.66,13.14,21023000
21023464,KOULIKORO,KOULIKORO,KOULA,NIOBOUGOU,"-7.69, 13.09",-7.69,13.09,21023000
21023465,KOULIKORO,KOULIKORO,KOULA,NOKA,"-7.62, 13.14",-7.62,13.14,21023000
21023001,KOULIKORO,KOULIKORO,KOULA,BOUANA,"-7.72, 13.09",-7.72,13.09,21023000
21023028,KOULIKORO,KOULIKORO,KOULA,BOUGOUCOURA,"-7.76, 13.06",-7.76,13.06,21023000
21023055,KOULIKORO,KOULIKORO,KOULA,BOUGOUNISSABA,"-7.5, 13.12",-7.5,13.12,21023000
21023056,KOULIKORO,KOULIKORO,KOULA,BAZANDO,"-7.48, 13.12",-7.48,13.12,21023000
21023057,KOULIKORO,KOULIKORO,KOULA,DIALAKOROBOUGOU,"-7.5, 13.11",-7.5,13.11,21023000
21023058,KOULIKORO,KOULIKORO,KOULA,KONI,"-7.51, 13.1",-7.51,13.1,21023000
21023059,KOULIKORO,KOULIKORO,KOULA,TIECOURABOUGOU,"-7.52, 13.12",-7.52,13.12,21023000
21023082,KOULIKORO,KOULIKORO,KOULA,DIALAKORO,"-7.76, 13.01",-7.76,13.01,21023000
21023083,KOULIKORO,KOULIKORO,KOULA,MANIANBOUGOU,"-7.73, 13.01",-7.73,13.01,21023000
21023109,KOULIKORO,KOULIKORO,KOULA,DIENI,"-7.67, 13.13",-7.67,13.13,21023000
21023136,KOULIKORO,KOULIKORO,KOULA,DIOKO SOBA,"-7.84, 13.01",-7.84,13.01,21023000
21023466,KOULIKORO,KOULIKORO,KOULA,TANABOUGOU,"-7.62, 13.15",-7.62,13.15,21023000
21023487,KOULIKORO,KOULIKORO,KOULA,KOULA MARKA,"-7.65, 13.11",-7.65,13.11,21023000
21023514,KOULIKORO,KOULIKORO,KOULA,KOYA,"-7.71, 13.02",-7.71,13.02,21023000
21023541,KOULIKORO,KOULIKORO,KOULA,MAMARIBOUGOU,"-7.79, 13.02",-7.79,13.02,21023000
21023568,KOULIKORO,KOULIKORO,KOULA,MONZONA,"-7.44, 13.18",-7.44,13.18,21023000
21023595,KOULIKORO,KOULIKORO,KOULA,NIAMAKOROBOUGOU,"-7.48, 13.13",-7.48,13.13,21023000
21023622,KOULIKORO,KOULIKORO,KOULA,NOUMOUBOUGOU,"-7.56, 13.09",-7.56,13.09,21023000
21023649,KOULIKORO,KOULIKORO,KOULA,SIRABLE,"-7.53, 13.08",-7.53,13.08,21023000
21023676,KOULIKORO,KOULIKORO,KOULA,SIRIMANSONI,"-7.71, 13.09",-7.71,13.09,21023000
21023703,KOULIKORO,KOULIKORO,KOULA,SOKINDIAN,"-7.71, 13.12",-7.71,13.12,21023000
21023730,KOULIKORO,KOULIKORO,KOULA,SOKINDIARABOUGOU,"-7.71, 13.11",-7.71,13.11,21023000
21023757,KOULIKORO,KOULIKORO,KOULA,TAMANI BASSALA,"-7.84, 13.11",-7.84,13.11,21023000
21023758,KOULIKORO,KOULIKORO,KOULA,GOGNEBOUGOU,"-7.82, 13.12",-7.82,13.12,21023000
21023784,KOULIKORO,KOULIKORO,KOULA,TENENIDIE COULIBALY,"-7.7, 13.03",-7.7,13.03,21023000
21023811,KOULIKORO,KOULIKORO,KOULA,TENENIDIE DIARRA,"-7.7, 13.03",-7.7,13.03,21023000
21023838,KOULIKORO,KOULIKORO,KOULA,TIESSEMBOUGOU,"-7.58, 13.07",-7.58,13.07,21023000
21023865,KOULIKORO,KOULIKORO,KOULA,TOMBOUGOU,"-7.77, 13.09",-7.77,13.09,21023000
21023866,KOULIKORO,KOULIKORO,KOULA,BOUGOUNOUNA,"-7.76, 13.09",-7.76,13.09,21023000
21023867,KOULIKORO,KOULIKORO,KOULA,SEBEKORO,"-7.78, 13.1",-7.78,13.1,21023000
21023868,KOULIKORO,KOULIKORO,KOULA,WENABOUGOU,"-7.77, 13.1",-7.77,13.1,21023000
21023892,KOULIKORO,KOULIKORO,KOULA,WOLOKORODJI,"-7.47, 13.14",-7.47,13.14,21023000
21023919,KOULIKORO,KOULIKORO,KOULA,WOLONGOTOBA SOCORO,"-7.69, 13.13",-7.69,13.13,21023000
21023920,KOULIKORO,KOULIKORO,KOULA,BODO,"-7.73, 13.16",-7.73,13.16,21023000
21023946,KOULIKORO,KOULIKORO,KOULA,WOLONGOTOBA SOCOURA,"-7.69, 13.12",-7.69,13.12,21023000
21023947,KOULIKORO,KOULIKORO,KOULA,FARADA,"-7.69, 13.09",-7.69,13.09,21023000
21023948,KOULIKORO,KOULIKORO,KOULA,MARKAKOUNGO,"-7.69, 13.11",-7.69,13.11,21023000
21023949,KOULIKORO,KOULIKORO,KOULA,SOKE YILEBOUGOU,"-7.71, 13.12",-7.71,13.12,21023000
21001001,KOULIKORO,KOULIKORO,DINANDOUGOU,BAKOLE,"-7.19, 13.07",-7.19,13.07,21001000
21001035,KOULIKORO,KOULIKORO,DINANDOUGOU,BANANCORO,"-7.15, 13.09",-7.15,13.09,21001000
21001069,KOULIKORO,KOULIKORO,DINANDOUGOU,BOUGOUCORO,"-7.21, 13.08",-7.21,13.08,21001000
21001103,KOULIKORO,KOULIKORO,DINANDOUGOU,BOURAMABOUGOU,"-7.12, 13.07",-7.12,13.07,21001000
21001137,KOULIKORO,KOULIKORO,DINANDOUGOU,DIANGUINEBOUGOU,"-7.2, 13.0",-7.2,13.0,21001000
21001171,KOULIKORO,KOULIKORO,DINANDOUGOU,DIECOUNGOU,"-7.22, 12.97",-7.22,12.97,21001000
21001172,KOULIKORO,KOULIKORO,DINANDOUGOU,GAOUSSOUBOUGOU,"-7.21, 12.97",-7.21,12.97,21001000
21001173,KOULIKORO,KOULIKORO,DINANDOUGOU,SIRIFIBOUGOU,"-7.23, 12.97",-7.23,12.97,21001000
21001205,KOULIKORO,KOULIKORO,DINANDOUGOU,DINAN BAMANAN,"-7.34, 13.05",-7.34,13.05,21001000
21001206,KOULIKORO,KOULIKORO,DINANDOUGOU,BAIKABOUGOU,"-7.33, 13.04",-7.33,13.04,21001000
21001207,KOULIKORO,KOULIKORO,DINANDOUGOU,BAKABOUGOU,"-7.33, 13.05",-7.33,13.05,21001000
21001208,KOULIKORO,KOULIKORO,DINANDOUGOU,SOLOBOUGOU,"-7.34, 13.04",-7.34,13.04,21001000
21001239,KOULIKORO,KOULIKORO,DINANDOUGOU,DINAN MARKA,"-7.35, 13.04",-7.35,13.04,21001000
21001273,KOULIKORO,KOULIKORO,DINANDOUGOU,DIONI,"-7.17, 12.98",-7.17,12.98,21001000
21001307,KOULIKORO,KOULIKORO,DINANDOUGOU,DONEGUEBOUGOU,"-7.15, 13.03",-7.15,13.03,21001000
21001341,KOULIKORO,KOULIKORO,DINANDOUGOU,DOUBALA,"-7.26, 13.06",-7.26,13.06,21001000
21001342,KOULIKORO,KOULIKORO,DINANDOUGOU,BOUBABOUGOU,"-7.25, 13.04",-7.25,13.04,21001000
21001343,KOULIKORO,KOULIKORO,DINANDOUGOU,KASSAKOUBO,"-7.28, 13.06",-7.28,13.06,21001000
21001344,KOULIKORO,KOULIKORO,DINANDOUGOU,KOUNOUNGO,"-7.27, 13.05",-7.27,13.05,21001000
21001375,KOULIKORO,KOULIKORO,DINANDOUGOU,FATIAMBOUGOU,"-7.18, 13.01",-7.18,13.01,21001000
21001409,KOULIKORO,KOULIKORO,DINANDOUGOU,GOSSINGO,"-7.31, 13.05",-7.31,13.05,21001000
21001443,KOULIKORO,KOULIKORO,DINANDOUGOU,KAKOULE,"-7.13, 13.09",-7.13,13.09,21001000
21001444,KOULIKORO,KOULIKORO,DINANDOUGOU,BEBOUGOU,"-7.16, 13.06",-7.16,13.06,21001000
21001445,KOULIKORO,KOULIKORO,DINANDOUGOU,DIAKOURA,"-7.07, 13.1",-7.07,13.1,21001000
21001446,KOULIKORO,KOULIKORO,DINANDOUGOU,DOKONA,"-7.09, 13.04",-7.09,13.04,21001000
21001447,KOULIKORO,KOULIKORO,DINANDOUGOU,HADIBOUGOU,"-7.14, 13.09",-7.14,13.09,21001000
21001448,KOULIKORO,KOULIKORO,DINANDOUGOU,KAKOBOUGOU,"-7.15, 13.07",-7.15,13.07,21001000
21001449,KOULIKORO,KOULIKORO,DINANDOUGOU,MARIBOUGOU,"-7.1, 13.11",-7.1,13.11,21001000
21001477,KOULIKORO,KOULIKORO,DINANDOUGOU,KALIABOUGOU,"-7.22, 13.04",-7.22,13.04,21001000
21001478,KOULIKORO,KOULIKORO,DINANDOUGOU,DIANGUJ NEBOUGOU,"-7.2, 13.0",-7.2,13.0,21001000
21001479,KOULIKORO,KOULIKORO,DINANDOUGOU,FALIKEBOUGOU,"-7.18, 13.03",-7.18,13.03,21001000
21001511,KOULIKORO,KOULIKORO,DINANDOUGOU,KAMANI,"-7.11, 13.18",-7.11,13.18,21001000
21001512,KOULIKORO,KOULIKORO,DINANDOUGOU,DJIE,"-7.04, 13.18",-7.04,13.18,21001000
21001513,KOULIKORO,KOULIKORO,DINANDOUGOU,NOUKOUNI,"-7.1, 13.16",-7.1,13.16,21001000
21001514,KOULIKORO,KOULIKORO,DINANDOUGOU,SEBEKOROBOUGOU,"-7.05, 13.14",-7.05,13.14,21001000
21001515,KOULIKORO,KOULIKORO,DINANDOUGOU,SIRADO,"-7.06, 13.19",-7.06,13.19,21001000
21001516,KOULIKORO,KOULIKORO,DINANDOUGOU,TIECOURABOUGOU-DJOURA,"-7.06, 13.14",-7.06,13.14,21001000
21001545,KOULIKORO,KOULIKORO,DINANDOUGOU,KASSA,"-7.29, 13.07",-7.29,13.07,21001000
21001546,KOULIKORO,KOULIKORO,DINANDOUGOU,KASSABOUGOU,"-7.28, 13.05",-7.28,13.05,21001000
21001547,KOULIKORO,KOULIKORO,DINANDOUGOU,KASSASOMONO,"-7.28, 13.08",-7.28,13.08,21001000
21001579,KOULIKORO,KOULIKORO,DINANDOUGOU,KENENKOUN,"-7.25, 13.11",-7.25,13.11,21001000
21001580,KOULIKORO,KOULIKORO,DINANDOUGOU,BAFOTIGUIBOUGOU,"-7.16, 13.03",-7.16,13.03,21001000
21001581,KOULIKORO,KOULIKORO,DINANDOUGOU,BAGUI,"-7.25, 13.01",-7.25,13.01,21001000
21001582,KOULIKORO,KOULIKORO,DINANDOUGOU,BERTHEBOUGOU,"-7.18, 13.02",-7.18,13.02,21001000
21001583,KOULIKORO,KOULIKORO,DINANDOUGOU,GODABOUGOU,"-7.16, 13.06",-7.16,13.06,21001000
21001584,KOULIKORO,KOULIKORO,DINANDOUGOU,KASSABOUGOU,"-7.28, 13.05",-7.28,13.05,21001000
21001585,KOULIKORO,KOULIKORO,DINANDOUGOU,MARINA,"-7.17, 13.02",-7.17,13.02,21001000
21001586,KOULIKORO,KOULIKORO,DINANDOUGOU,TOUREBOUGOU,"-7.16, 13.07",-7.16,13.07,21001000
21001613,KOULIKORO,KOULIKORO,DINANDOUGOU,MAMADIBOUGOU,"-7.17, 13.06",-7.17,13.06,21001000
21001647,KOULIKORO,KOULIKORO,DINANDOUGOU,N'GOUNANDO,"-7.1, 13.13",-7.1,13.13,21001000
21001681,KOULIKORO,KOULIKORO,DINANDOUGOU,OUROUNGO,"-7.17, 13.12",-7.17,13.12,21001000
21001715,KOULIKORO,KOULIKORO,DINANDOUGOU,SASSILA,"-7.13, 13.17",-7.13,13.17,21001000
21001716,KOULIKORO,KOULIKORO,DINANDOUGOU,KOGONO,"-7.13, 13.14",-7.13,13.14,21001000
21001717,KOULIKORO,KOULIKORO,DINANDOUGOU,KOYOUBOUGOU,"-7.13, 13.14",-7.13,13.14,21001000
21001718,KOULIKORO,KOULIKORO,DINANDOUGOU,NOUMOUBOUGOU,"-7.06, 13.22",-7.06,13.22,21001000
21001749,KOULIKORO,KOULIKORO,DINANDOUGOU,SIRIMOU,"-7.15, 12.95",-7.15,12.95,21001000
21001783,KOULIKORO,KOULIKORO,DINANDOUGOU,TAMATO,"-7.05, 13.16",-7.05,13.16,21001000
21001817,KOULIKORO,KOULIKORO,DINANDOUGOU,TIDIANE TOUREBOUGOU,"-7.15, 13.13",-7.15,13.13,21001000
21001851,KOULIKORO,KOULIKORO,DINANDOUGOU,TIECOUNGOU,"-7.18, 13.06",-7.18,13.06,21001000
21001852,KOULIKORO,KOULIKORO,DINANDOUGOU,ARIATOUBOUGOU,"-7.15, 13.07",-7.15,13.07,21001000
21001885,KOULIKORO,KOULIKORO,DINANDOUGOU,TIEKOURABOUGOU-EST,"-7.05, 13.14",-7.05,13.14,21001000
21001919,KOULIKORO,KOULIKORO,DINANDOUGOU,TIEKOURABOUGOU-OUEST,"-7.05, 13.14",-7.05,13.14,21001000
21001953,KOULIKORO,KOULIKORO,DINANDOUGOU,TIERKELA,"-7.2, 13.14",-7.2,13.14,21001000
21012001,KOULIKORO,KOULIKORO,DOUMBA,BABOUGOU,"-7.57, 13.15",-7.57,13.15,21012000
21012002,KOULIKORO,KOULIKORO,DOUMBA,SERMANDOUGOU,"-7.59, 13.17",-7.59,13.17,21012000
21012143,KOULIKORO,KOULIKORO,DOUMBA,DIBARO,"-7.62, 13.07",-7.62,13.07,21012000
21012285,KOULIKORO,KOULIKORO,DOUMBA,DOMBANA,"-7.5, 13.19",-7.5,13.19,21012000
21012427,KOULIKORO,KOULIKORO,DOUMBA,DOUMBA,"-7.61, 13.1",-7.61,13.1,21012000
21012428,KOULIKORO,KOULIKORO,DOUMBA,BANANI(DOERIBOUGOU),"-7.59, 13.09",-7.59,13.09,21012000
21012429,KOULIKORO,KOULIKORO,DOUMBA,DIBARODIARRA,"-7.61, 13.05",-7.61,13.05,21012000
21012430,KOULIKORO,KOULIKORO,DOUMBA,KEGNEKELE,"-7.59, 13.06",-7.59,13.06,21012000
21012431,KOULIKORO,KOULIKORO,DOUMBA,MEGUELE,"-7.63, 13.1",-7.63,13.1,21012000
21012432,KOULIKORO,KOULIKORO,DOUMBA,SOKOROLA,"-7.6, 13.11",-7.6,13.11,21012000
21012569,KOULIKORO,KOULIKORO,DOUMBA,FANI,"-7.55, 13.16",-7.55,13.16,21012000
21012570,KOULIKORO,KOULIKORO,DOUMBA,DOGO,"-7.48, 13.15",-7.48,13.15,21012000
21012571,KOULIKORO,KOULIKORO,DOUMBA,MENKOROBOUGOU,"-7.49, 13.2",-7.49,13.2,21012000
21012711,KOULIKORO,KOULIKORO,DOUMBA,KOSSABA,"-7.6, 13.14",-7.6,13.14,21012000
21012712,KOULIKORO,KOULIKORO,DOUMBA,KORILA,"-7.62, 13.14",-7.62,13.14,21012000
21012853,KOULIKORO,KOULIKORO,DOUMBA,SINZANI,"-7.55, 13.11",-7.55,13.11,21012000
21012854,KOULIKORO,KOULIKORO,DOUMBA,BADIEBOUGOU,"-7.55, 13.1",-7.55,13.1,21012000
21012855,KOULIKORO,KOULIKORO,DOUMBA,DIOLE,"-7.54, 13.1",-7.54,13.1,21012000
21012856,KOULIKORO,KOULIKORO,DOUMBA,FABASSIRA,"-7.57, 13.11",-7.57,13.11,21012000
21012857,KOULIKORO,KOULIKORO,DOUMBA,SERIBOUGOU,"-7.54, 13.07",-7.54,13.07,21012000
21012858,KOULIKORO,KOULIKORO,DOUMBA,TANABOUGOU SINZANI,"-7.54, 13.11",-7.54,13.11,21012000
21034001,KOULIKORO,KOULIKORO,MEGUETAN,DIAGUINABOUGOU,"-7.4, 12.98",-7.4,12.98,21034000
21034002,KOULIKORO,KOULIKORO,MEGUETAN,DADIKABOUGOU,"-7.39, 12.98",-7.39,12.98,21034000
21034003,KOULIKORO,KOULIKORO,MEGUETAN,KALILOUBOUGOU,"-7.39, 12.98",-7.39,12.98,21034000
21034040,KOULIKORO,KOULIKORO,MEGUETAN,DIARRABOUGOU,"-7.46, 12.96",-7.46,12.96,21034000
21034079,KOULIKORO,KOULIKORO,MEGUETAN,DJIDJE,"-7.3, 12.93",-7.3,12.93,21034000
21034080,KOULIKORO,KOULIKORO,MEGUETAN,BAKOULEBOUGOU,"-7.37, 12.88",-7.37,12.88,21034000
21034081,KOULIKORO,KOULIKORO,MEGUETAN,DIAKONO,"-7.3, 12.9",-7.3,12.9,21034000
21034082,KOULIKORO,KOULIKORO,MEGUETAN,SIRAKORO,"-7.37, 12.88",-7.37,12.88,21034000
21034118,KOULIKORO,KOULIKORO,MEGUETAN,DJINDJILA,"-7.6, 12.89",-7.6,12.89,21034000
21034157,KOULIKORO,KOULIKORO,MEGUETAN,DLADIE,"-7.6, 12.97",-7.6,12.97,21034000
21034196,KOULIKORO,KOULIKORO,MEGUETAN,DOGONI,"-7.7, 12.95",-7.7,12.95,21034000
21034197,KOULIKORO,KOULIKORO,MEGUETAN,BOIBOUGOU,"-7.73, 12.92",-7.73,12.92,21034000
21034235,KOULIKORO,KOULIKORO,MEGUETAN,FEGOUN,"-7.54, 12.85",-7.54,12.85,21034000
21034236,KOULIKORO,KOULIKORO,MEGUETAN,KELE,"-7.47, 12.83",-7.47,12.83,21034000
21034274,KOULIKORO,KOULIKORO,MEGUETAN,FEYA,"-7.65, 12.93",-7.65,12.93,21034000
21034275,KOULIKORO,KOULIKORO,MEGUETAN,BOIBOUGOU,"-7.64, 12.94",-7.64,12.94,21034000
21034276,KOULIKORO,KOULIKORO,MEGUETAN,FASSOUBOUGOU,"-7.64, 12.94",-7.64,12.94,21034000
21034277,KOULIKORO,KOULIKORO,MEGUETAN,KAROBOUGOU,"-7.63, 12.95",-7.63,12.95,21034000
21034278,KOULIKORO,KOULIKORO,MEGUETAN,NOUMOUBOUGOU,"-7.65, 12.95",-7.65,12.95,21034000
21034313,KOULIKORO,KOULIKORO,MEGUETAN,FIGNAN,"-7.36, 13.06",-7.36,13.06,21034000
21034314,KOULIKORO,KOULIKORO,MEGUETAN,BAKARYDIEBOUGOU,"-7.4, 13.02",-7.4,13.02,21034000
21034315,KOULIKORO,KOULIKORO,MEGUETAN,DIALAKORO,"-7.41, 13.01",-7.41,13.01,21034000
21034316,KOULIKORO,KOULIKORO,MEGUETAN,FADIALA,"-7.39, 13.04",-7.39,13.04,21034000
21034317,KOULIKORO,KOULIKORO,MEGUETAN,KATONBOUGOU,"-7.41, 13.01",-7.41,13.01,21034000
21034318,KOULIKORO,KOULIKORO,MEGUETAN,KOUNOKORO,"-7.38, 13.05",-7.38,13.05,21034000
21034319,KOULIKORO,KOULIKORO,MEGUETAN,YASSABOUGOU,"-7.4, 13.02",-7.4,13.02,21034000
21034352,KOULIKORO,KOULIKORO,MEGUETAN,GOMBALA,"-7.65, 12.85",-7.65,12.85,21034000
21034391,KOULIKORO,KOULIKORO,MEGUETAN,GOUNI,"-7.53, 12.87",-7.53,12.87,21034000
21034392,KOULIKORO,KOULIKORO,MEGUETAN,FARADA,"-7.49, 12.76",-7.49,12.76,21034000
21034393,KOULIKORO,KOULIKORO,MEGUETAN,MEKOUKO,"-7.48, 12.78",-7.48,12.78,21034000
21034394,KOULIKORO,KOULIKORO,MEGUETAN,SIDO,"-7.42, 12.76",-7.42,12.76,21034000
21034395,KOULIKORO,KOULIKORO,MEGUETAN,SIZANKORO,"-7.5, 12.78",-7.5,12.78,21034000
21034396,KOULIKORO,KOULIKORO,MEGUETAN,TOURABOUGOU,"-7.49, 12.8",-7.49,12.8,21034000
21034430,KOULIKORO,KOULIKORO,MEGUETAN,KEKAN,"-7.52, 12.89",-7.52,12.89,21034000
21034431,KOULIKORO,KOULIKORO,MEGUETAN,FIENAN,"-7.42, 12.79",-7.42,12.79,21034000
21034469,KOULIKORO,KOULIKORO,MEGUETAN,MADINA,"-7.53, 12.88",-7.53,12.88,21034000
21034508,KOULIKORO,KOULIKORO,MEGUETAN,MAFEYA,"-7.61, 12.97",-7.61,12.97,21034000
21034509,KOULIKORO,KOULIKORO,MEGUETAN,BOBOUGOU,"-7.61, 13.02",-7.61,13.02,21034000
21034547,KOULIKORO,KOULIKORO,MEGUETAN,MASSALA,"-7.64, 12.82",-7.64,12.82,21034000
21034548,KOULIKORO,KOULIKORO,MEGUETAN,DIALAKOROBOUGOU,"-7.66, 12.81",-7.66,12.81,21034000
21034549,KOULIKORO,KOULIKORO,MEGUETAN,MASSALAGARE,"-7.64, 12.83",-7.64,12.83,21034000
21034586,KOULIKORO,KOULIKORO,MEGUETAN,NEGNELA,"-7.43, 12.95",-7.43,12.95,21034000
21034587,KOULIKORO,KOULIKORO,MEGUETAN,DJELIBOUGOU,"-7.4, 12.89",-7.4,12.89,21034000
21034588,KOULIKORO,KOULIKORO,MEGUETAN,MARAKABOUGOU,"-7.38, 12.88",-7.38,12.88,21034000
21034589,KOULIKORO,KOULIKORO,MEGUETAN,NIENMADOBOUGOU,"-7.38, 12.89",-7.38,12.89,21034000
21034590,KOULIKORO,KOULIKORO,MEGUETAN,SIDIBEBOUGOU,"-7.39, 12.89",-7.39,12.89,21034000
21034625,KOULIKORO,KOULIKORO,MEGUETAN,NIENEBALE BAMBARA,"-7.51, 12.91",-7.51,12.91,21034000
21034626,KOULIKORO,KOULIKORO,MEGUETAN,DOGO,"-7.42, 12.88",-7.42,12.88,21034000
21034627,KOULIKORO,KOULIKORO,MEGUETAN,ZOMBOUGOU,"-7.49, 12.94",-7.49,12.94,21034000
21034664,KOULIKORO,KOULIKORO,MEGUETAN,SHO,"-7.51, 12.95",-7.51,12.95,21034000
21034703,KOULIKORO,KOULIKORO,MEGUETAN,SINDO,"-7.48, 12.97",-7.48,12.97,21034000
21034742,KOULIKORO,KOULIKORO,MEGUETAN,SIRATIGUILA,"-7.52, 12.79",-7.52,12.79,21034000
21034781,KOULIKORO,KOULIKORO,MEGUETAN,TAFALAN,"-7.35, 13.06",-7.35,13.06,21034000
21034782,KOULIKORO,KOULIKORO,MEGUETAN,DOGORI,"-7.33, 13.09",-7.33,13.09,21034000
21034783,KOULIKORO,KOULIKORO,MEGUETAN,TAFALAN N°1,"-7.35, 13.1",-7.35,13.1,21034000
21034820,KOULIKORO,KOULIKORO,MEGUETAN,TANABOUGOU,"-7.58, 12.95",-7.58,12.95,21034000
21034859,KOULIKORO,KOULIKORO,MEGUETAN,TIETIGUILA,"-7.57, 12.95",-7.57,12.95,21034000
21034860,KOULIKORO,KOULIKORO,MEGUETAN,MISSIRA,"-7.56, 12.95",-7.56,12.95,21034000
21034898,KOULIKORO,KOULIKORO,MEGUETAN,TLOMADIO,"-7.67, 12.79",-7.67,12.79,21034000
21034937,KOULIKORO,KOULIKORO,MEGUETAN,TOUGA,"-7.59, 12.82",-7.59,12.82,21034000
21045001,KOULIKORO,KOULIKORO,NYAMINA,BABEREBOUGOU,"-6.82, 13.47",-6.82,13.47,21045000
21045002,KOULIKORO,KOULIKORO,NYAMINA,TOMBA,"-6.81, 13.47",-6.81,13.47,21045000
